CRN,semester_code,studentID,course_code,credentialnum,letter_grade
1015,202001,2404,C0092,7,D
1017,202004,1779,C0172,29,C+
1092,202401,111,C0127,8,A
1132,202004,1777,C0124,31,B
1130,202502,394,C0088,32,D+
1164,202403,2880,C0056,14,C+
1130,202502,3691,C0101,9,A
1055,202501,2802,C0067,22,F
1018,202204,4370,C0089,37,C-
1077,202503,2156,C0199,7,D+
1173,202002,3070,C0187,13,B-
1157,202303,1585,C0197,26,A
1134,202102,4850,C0002,8,C+
1172,202001,1007,C0130,30,A-
1056,202303,2217,C0095,19,C+
1140,202302,1621,C0166,10,A-
1170,202101,4416,C0024,40,F
1135,202204,2908,C0081,22,D+
1138,202504,1093,C0024,23,A-
1009,202503,2256,C0043,20,A-
1142,202202,4547,C0112,16,C
1060,202102,4711,C0046,26,B
1059,202404,3628,C0179,23,C
1076,202201,1803,C0171,32,C+
1033,202403,2298,C0169,10,C-
1095,202401,828,C0062,18,C-
1143,202202,1010,C0140,15,A
1189,202101,3904,C0144,36,B
1060,202502,1934,C0101,21,F
1031,202102,4276,C0101,31,D-
1104,202303,4062,C0173,6,C
1085,202501,3057,C0091,30,A
1039,202501,375,C0167,18,B-
1171,202202,4285,C0033,21,C
1190,202304,509,C0065,32,C
1150,202001,1287,C0196,12,D
1010,202301,1234,C0125,38,B
1004,202303,4244,C0182,10,A-
1033,202504,411,C0170,8,D
1131,202004,4701,C0183,27,A-
1133,202104,2865,C0034,15,D
1181,202103,877,C0085,16,B+
1163,202001,4579,C0174,36,D
1173,202301,4215,C0020,28,I
1180,202501,2127,C0055,5,C+
1022,202502,922,C0050,9,B+
1035,202302,2439,C0087,13,B+
1049,202403,4344,C0143,15,D
1148,202102,2425,C0078,6,C
1144,202201,4472,C0037,17,B+
1189,202004,4036,C0190,39,A+
1106,202203,4408,C0043,18,D+
1079,202002,2595,C0114,34,B+
1012,202104,4445,C0163,8,F
1074,202502,322,C0012,22,D
1012,202002,1914,C0155,26,B
1151,202401,969,C0059,38,A+
1028,202101,2237,C0156,24,D-
1122,202502,2993,C0019,12,D-
1133,202301,3682,C0029,28,A+
1007,202501,4711,C0068,18,D+
1171,202502,4743,C0150,3,B
1148,202201,2524,C0129,5,D-
1144,202502,2732,C0172,31,C-
1108,202401,3904,C0174,8,A
1130,202301,4714,C0186,33,D+
1123,202103,2366,C0126,15,C
1050,202404,4340,C0195,5,D
1158,202202,4628,C0180,29,D
1131,202004,1601,C0100,8,B+
1125,202504,3366,C0036,12,F
1014,202004,382,C0156,34,D+
1140,202104,4603,C0051,9,A
1165,202102,1181,C0086,25,B+
1166,202101,2182,C0118,33,A+
1098,202103,1145,C0013,1,F
1135,202204,3412,C0044,11,A-
1183,202204,2757,C0192,13,B-
1033,202102,4365,C0084,18,A
1051,202304,1268,C0037,11,A-
1172,202403,3450,C0010,36,A
1126,202002,3558,C0125,15,B+
1041,202203,1331,C0103,24,A-
1105,202303,1705,C0196,16,D-
1183,202402,553,C0112,28,B+
1082,202004,4648,C0139,8,B+
1187,202003,3793,C0057,13,B-
1127,202303,1540,C0091,18,I
1187,202003,2333,C0166,21,A
1172,202103,2122,C0183,26,A+
1118,202103,2077,C0116,35,C+
1110,202403,1127,C0197,24,C
1016,202201,1254,C0036,12,F
1088,202501,75,C0106,8,B
1131,202001,4182,C0099,36,A-
1078,202002,2383,C0193,24,A
1117,202504,3165,C0093,7,C-
1135,202502,4319,C0160,11,A
1014,202204,393,C0059,1,D
1072,202501,4501,C0132,19,A-
1143,202102,3756,C0067,9,D+
1015,202404,4877,C0039,7,C+
1170,202403,3620,C0158,37,C+
1040,202503,4999,C0062,31,F
1021,202403,3075,C0004,21,D-
1073,202203,4008,C0024,27,F
1137,202502,4889,C0153,29,C+
1052,202503,101,C0182,7,A+
1142,202403,3264,C0033,10,I
1185,202304,1444,C0093,19,D-
1119,202204,3833,C0168,25,B+
1095,202403,3663,C0168,11,D
1171,202003,2526,C0094,9,A
1070,202504,186,C0053,24,A+
1177,202201,2781,C0168,36,C+
1160,202504,1959,C0167,19,A+
1049,202202,1358,C0070,36,A+
1016,202001,1315,C0027,12,C+
1105,202204,3236,C0132,23,A-
1143,202404,568,C0183,20,D+
1111,202503,466,C0076,10,I
1012,202001,1148,C0178,29,A-
1195,202503,1151,C0014,10,B-
1086,202201,1355,C0099,36,C-
1171,202004,3810,C0117,28,A-
1179,202103,1807,C0123,31,C-
1015,202401,2143,C0011,8,B+
1161,202302,2577,C0112,39,I
1088,202004,968,C0048,17,B+
1180,202303,288,C0038,39,C-
1147,202203,493,C0163,9,C+
1067,202103,3525,C0195,17,A
1132,202404,350,C0029,11,C+
1113,202502,3499,C0028,20,B+
1175,202201,1153,C0153,4,A+
1145,202004,1167,C0163,28,F
1064,202401,2052,C0153,1,D-
1177,202102,4571,C0065,34,B
1085,202002,1909,C0071,5,B-
1129,202002,1320,C0144,26,B-
1024,202101,3642,C0190,2,C+
1196,202501,559,C0092,14,C+
1004,202404,4024,C0099,40,C+
1055,202203,2346,C0089,8,A+
1094,202502,3503,C0039,1,B+
1105,202102,3569,C0077,23,C+
1006,202001,4427,C0081,28,C
1158,202503,1710,C0187,23,D+
1132,202302,2063,C0010,8,I
1156,202103,2239,C0028,22,B-
1070,202503,2356,C0104,16,C+
1141,202403,1229,C0027,6,B-
1167,202401,3842,C0041,17,D-
1102,202103,3563,C0078,38,C-
1181,202203,1843,C0196,12,F
1072,202101,416,C0027,25,D
1142,202401,3276,C0134,8,B-
1171,202401,3263,C0198,38,C+
1154,202002,1198,C0044,34,I
1083,202203,703,C0156,29,C
1061,202302,2854,C0068,27,C-
1123,202101,3037,C0037,28,D+
1065,202502,4601,C0175,7,B-
1046,202402,716,C0025,6,B
1062,202301,2045,C0083,10,C
1176,202204,3412,C0078,18,C
1024,202004,75,C0178,21,D
1092,202403,479,C0159,32,B-
1153,202203,1962,C0159,15,B+
1189,202001,3155,C0126,13,F
1023,202504,2936,C0018,32,C+
1172,202202,2757,C0174,27,D-
1150,202403,4671,C0196,14,I
1100,202304,1886,C0074,5,A
1189,202501,3488,C0122,16,B
1182,202401,568,C0147,37,D-
1180,202504,2601,C0046,25,B
1077,202002,3120,C0119,3,C+
1197,202504,4549,C0168,16,F
1030,202402,3515,C0098,5,C
1009,202503,1151,C0174,18,F
1031,202502,3197,C0029,37,A
1136,202404,2279,C0100,3,B+
1034,202402,3559,C0104,24,C+
1138,202404,1844,C0002,10,C+
1004,202301,1775,C0021,35,B-
1111,202501,3146,C0100,35,B
1195,202504,2594,C0164,14,I
1117,202401,248,C0119,2,A
1114,202403,3387,C0141,37,A
1160,202302,3872,C0105,7,C
1127,202302,231,C0024,21,D+
1044,202204,926,C0031,20,A-
1097,202501,784,C0187,6,B-
1105,202304,4577,C0047,14,B-
1061,202101,4871,C0104,11,B-
1023,202203,5000,C0098,8,B
1167,202301,3570,C0003,12,D+
1132,202502,778,C0193,12,D
1053,202304,4741,C0029,10,B-
1053,202502,3302,C0096,24,F
1120,202204,3306,C0015,7,A+
1109,202204,3212,C0022,6,C+
1186,202303,3001,C0147,15,A+
1004,202303,2923,C0027,39,C+
1062,202302,1172,C0116,15,C+
1154,202404,204,C0197,27,C-
1027,202002,2867,C0189,15,D
1024,202204,2252,C0196,38,C
1014,202203,4501,C0149,30,D-
1064,202303,4666,C0185,34,C-
1048,202003,1881,C0099,30,A
1032,202402,2466,C0063,2,C-
1142,202202,171,C0035,9,D
1055,202101,110,C0082,5,D-
1019,202102,303,C0060,9,C
1068,202504,3381,C0009,19,D+
1021,202102,4740,C0039,17,C
1053,202003,4807,C0116,13,B
1132,202301,228,C0007,27,F
1109,202403,4349,C0133,8,D+
1113,202003,1470,C0046,32,I
1190,202003,2857,C0033,18,I
1184,202101,2504,C0050,27,A
1054,202004,2618,C0056,27,D
1096,202203,1099,C0084,5,A-
1175,202502,2172,C0172,12,B+
1074,202504,2130,C0127,31,D+
1122,202503,2933,C0008,13,C+
1117,202203,2791,C0073,9,C
1132,202302,2957,C0050,39,D+
1079,202003,2853,C0147,29,C-
1035,202203,26,C0177,19,C+
1123,202404,473,C0184,3,D-
1011,202404,3168,C0034,15,B
1173,202201,1748,C0006,16,B
1023,202503,1225,C0148,6,C
1042,202303,584,C0073,24,F
1043,202002,278,C0141,33,B
1179,202102,4551,C0082,26,D+
1174,202502,1080,C0063,1,A+
1024,202404,3472,C0113,17,C+
1029,202504,2227,C0131,38,B-
1025,202403,3831,C0163,1,I
1181,202302,3264,C0041,7,B-
1123,202004,4093,C0100,38,F
1172,202103,2429,C0129,35,C-
1182,202102,2889,C0030,30,A
1131,202203,1328,C0027,26,F
1188,202102,3987,C0015,38,D
1141,202103,3294,C0099,20,D+
1133,202404,1233,C0060,36,D-
1081,202401,1920,C0200,25,D
1036,202104,32,C0036,28,A
1037,202502,1994,C0054,27,D-
1183,202303,1161,C0014,38,D+
1079,202504,2514,C0152,35,D-
1026,202501,4269,C0164,12,F
1020,202103,347,C0093,5,I
1057,202501,2887,C0114,11,C
1072,202101,4774,C0013,16,A+
1131,202503,858,C0112,11,D+
1054,202501,4040,C0164,31,B-
1073,202201,1843,C0066,21,C+
1170,202401,2987,C0041,35,B
1071,202203,3892,C0030,18,A-
1090,202001,2737,C0021,19,A-
1024,202504,943,C0061,40,A-
1159,202304,1241,C0035,16,B
1058,202103,377,C0028,11,A-
1039,202101,2818,C0124,40,I
1015,202101,1186,C0180,23,D+
1042,202402,4654,C0064,28,F
1022,202504,660,C0143,21,A+
1196,202402,530,C0080,4,A-
1044,202404,4101,C0168,6,A-
1075,202503,4581,C0067,8,B-
1029,202104,3500,C0140,20,C-
1124,202303,2983,C0197,24,D
1064,202201,3827,C0156,40,B-
1042,202504,3246,C0178,19,A+
1019,202104,2007,C0065,13,B-
1033,202304,3406,C0100,34,A+
1098,202303,3920,C0167,8,D+
1032,202004,4585,C0043,8,B-
1038,202501,3555,C0076,16,C-
1119,202304,4909,C0120,7,B-
1095,202404,2635,C0161,18,A
1079,202504,420,C0177,20,D+
1082,202403,3910,C0138,12,I
1183,202104,3266,C0023,21,I
1045,202404,3765,C0022,19,D+
1007,202003,1267,C0143,23,B+
1017,202301,1225,C0158,10,F
1130,202303,3837,C0026,29,C
1187,202101,1287,C0054,24,D+
1173,202104,46,C0087,24,A
1109,202502,3369,C0145,10,D
1133,202401,93,C0003,2,D
1199,202102,1436,C0184,24,C-
1136,202403,3943,C0165,31,C
1113,202102,2884,C0139,13,B+
1080,202402,1246,C0051,1,F
1198,202401,3547,C0057,18,B-
1123,202101,4443,C0123,38,A
1151,202201,112,C0163,37,B+
1152,202203,742,C0041,26,F
1110,202303,549,C0080,13,D-
1077,202302,4684,C0080,8,D+
1057,202003,2639,C0129,21,C
1102,202202,4594,C0032,25,B-
1185,202503,1676,C0080,11,D+
1100,202501,583,C0086,36,D
1163,202503,2055,C0098,34,C+
1038,202302,1896,C0118,33,A
1155,202503,4405,C0025,33,A+
1190,202101,2913,C0161,22,D-
1104,202403,1467,C0128,23,A-
1155,202101,4257,C0040,28,F
1169,202404,4969,C0104,21,B
1067,202104,2631,C0144,6,C-
1168,202504,4802,C0146,16,D-
1112,202003,2534,C0091,14,B+
1042,202504,4504,C0062,29,C+
1097,202102,244,C0111,30,C-
1140,202502,2784,C0117,27,D
1102,202302,685,C0083,22,C
1187,202001,927,C0116,21,B+
1179,202502,3684,C0130,39,B
1160,202501,3235,C0072,33,A
1185,202002,418,C0150,28,C
1029,202003,1354,C0064,37,A+
1019,202101,1815,C0153,13,A
1018,202302,882,C0075,33,I
1064,202501,12,C0140,31,D
1172,202202,2699,C0007,39,B
1011,202401,2041,C0190,14,A
1122,202104,2194,C0104,2,B
1114,202502,991,C0081,1,A+
1086,202103,228,C0045,35,A-
1069,202302,3935,C0058,14,D
1060,202403,2839,C0059,31,D+
1154,202004,875,C0073,25,B+
1141,202203,2712,C0124,35,D
1000,202303,2127,C0036,15,D+
1099,202402,3769,C0088,21,D+
1049,202301,1544,C0191,36,A
1139,202002,2491,C0004,39,A+
1007,202002,4202,C0066,33,D
1038,202102,1882,C0113,8,B
1140,202303,1034,C0143,26,C-
1165,202302,1199,C0129,29,C+
1038,202502,262,C0186,36,C+
1194,202203,1185,C0097,16,A+
1121,202002,2097,C0196,23,C-
1161,202501,3764,C0189,6,A
1035,202003,4715,C0045,24,A-
1094,202501,551,C0170,14,D-
1006,202402,1351,C0088,35,C+
1062,202102,217,C0046,27,A
1005,202103,180,C0159,20,F
1007,202304,4734,C0169,15,A-
1032,202302,4477,C0126,21,B+
1158,202204,1006,C0139,1,C
1097,202404,3928,C0113,6,A
1025,202502,488,C0084,8,C+
1034,202504,1456,C0166,2,B-
1158,202103,946,C0079,29,F
1034,202003,4735,C0108,30,A
1012,202203,2951,C0138,6,F
1099,202203,3477,C0054,7,F
1173,202101,2845,C0185,30,C+
1154,202304,3019,C0028,30,D-
1028,202403,2151,C0095,39,A+
1019,202103,3676,C0124,6,D-
1077,202203,4388,C0025,36,A
1027,202301,533,C0098,21,F
1017,202102,4050,C0136,2,I
1107,202403,4569,C0089,27,B+
1038,202502,4959,C0119,12,C-
1084,202201,900,C0142,21,C+
1147,202002,12,C0052,24,D+
1074,202203,2065,C0065,22,C-
1005,202003,1941,C0054,25,F
1154,202202,3299,C0124,14,I
1101,202401,1701,C0010,23,C
1198,202503,2529,C0110,31,I
1153,202003,3393,C0057,7,C
1015,202401,4406,C0135,38,D+
1172,202102,2361,C0179,28,C
1057,202103,2631,C0080,15,D-
1110,202203,3864,C0186,31,C
1174,202002,1379,C0043,27,C-
1042,202304,179,C0032,39,A+
1128,202402,3111,C0087,31,D+
1026,202303,2343,C0064,18,D
1123,202302,2499,C0072,34,D
1024,202404,3662,C0074,1,B
1135,202101,3901,C0155,37,B
1060,202201,2105,C0096,13,A+
1078,202303,1204,C0101,25,F
1189,202204,411,C0083,23,A-
1193,202302,2628,C0104,31,D+
1141,202402,3255,C0064,28,C
1120,202403,3033,C0083,4,C
1171,202303,205,C0013,23,A-
1183,202203,461,C0061,31,C-
1112,202104,1035,C0138,26,C-
1126,202001,4695,C0192,37,A+
1100,202503,3976,C0179,15,A+
1179,202503,2427,C0058,4,C-
1051,202203,4601,C0191,37,A+
1030,202001,3215,C0114,33,B-
1124,202302,4104,C0051,9,D
1120,202002,2297,C0035,38,A+
1026,202402,2013,C0178,15,B+
1043,202202,2072,C0196,30,I
1102,202104,372,C0182,11,D
1114,202003,4318,C0035,13,I
1042,202003,1613,C0006,22,C+
1159,202402,599,C0022,35,A+
1165,202502,2624,C0012,33,F
1102,202301,3869,C0124,38,D+
1073,202101,2381,C0180,39,B+
1181,202203,739,C0030,11,C
1024,202503,926,C0143,14,I
1109,202504,104,C0158,9,D
1109,202503,3856,C0134,10,A-
1041,202403,2229,C0058,11,A+
1122,202301,2283,C0163,12,B+
1052,202202,1341,C0129,29,D+
1184,202203,2842,C0190,34,A+
1096,202303,2728,C0014,7,A+
1116,202203,168,C0144,27,F
1066,202404,3451,C0084,37,C
1172,202504,3074,C0013,15,B-
1183,202303,2969,C0049,25,C-
1076,202103,4518,C0001,36,B
1019,202002,4184,C0129,4,F
1065,202303,1423,C0191,32,B+
1013,202504,3439,C0143,6,B+
1161,202201,3959,C0082,39,A-
1063,202203,1463,C0144,26,D
1100,202103,1488,C0024,26,A-
1108,202002,4895,C0143,11,D
1166,202404,4433,C0059,39,A-
1072,202002,3483,C0080,7,B-
1159,202301,1461,C0149,6,F
1133,202502,1987,C0043,17,F
1019,202503,1944,C0168,25,B-
1033,202003,2783,C0179,1,F
1162,202404,540,C0083,17,A+
1099,202101,3287,C0020,19,D
1085,202401,145,C0076,7,B
1155,202303,4340,C0147,17,C-
1151,202102,1416,C0042,11,A
1116,202403,973,C0123,25,C-
1045,202403,3288,C0038,1,D+
1006,202401,1865,C0117,40,D
1113,202104,3745,C0040,11,F
1091,202504,2087,C0169,27,A-
1074,202204,4908,C0037,9,A-
1139,202003,4124,C0103,13,B
1044,202402,186,C0106,7,D-
1142,202101,1442,C0122,24,C
1158,202002,1536,C0172,24,A+
1189,202001,4410,C0063,4,C+
1118,202401,4561,C0168,40,C-
1144,202203,4301,C0099,29,D
1196,202101,894,C0125,5,C
1155,202402,4891,C0050,10,B-
1114,202404,383,C0186,3,D-
1027,202401,2888,C0070,11,I
1082,202204,203,C0114,38,A
1059,202201,2282,C0016,23,F
1007,202004,4253,C0150,8,D-
1169,202103,3656,C0179,4,C+
1095,202303,728,C0130,10,I
1186,202204,2816,C0092,21,I
1102,202401,96,C0180,34,D+
1128,202104,1369,C0118,24,A
1123,202503,1853,C0050,28,B-
1102,202502,2009,C0068,22,A+
1047,202403,2597,C0098,32,A
1180,202502,1208,C0024,7,C
1089,202003,3859,C0142,12,B
1045,202003,2315,C0026,38,A-
1026,202503,3345,C0134,8,B
1058,202001,3763,C0108,7,B-
1160,202402,2153,C0050,31,I
1185,202503,2022,C0094,28,F
1055,202501,4099,C0147,32,C-
1086,202004,2621,C0150,1,B+
1060,202503,868,C0167,6,D+
1016,202004,4304,C0093,14,A
1112,202502,1281,C0031,18,I
1011,202202,3997,C0148,8,D
1017,202201,310,C0038,13,C-
1191,202404,1233,C0085,1,I
1131,202204,3648,C0094,27,C
1123,202503,616,C0165,7,C+
1064,202104,2087,C0172,22,C-
1142,202001,2735,C0195,35,B-
1021,202104,3488,C0121,26,B
1195,202502,3598,C0041,2,D+
1194,202302,605,C0120,22,D+
1023,202203,3673,C0176,7,I
1015,202401,1121,C0132,36,B-
1143,202003,883,C0130,31,D
1111,202004,4046,C0158,40,A+
1185,202103,1724,C0117,9,B+
1102,202301,2889,C0178,17,B
1123,202004,4581,C0178,1,B+
1026,202003,32,C0177,13,D
1127,202204,1702,C0190,30,I
1114,202503,2548,C0182,23,F
1036,202201,3217,C0115,33,I
1112,202202,818,C0159,32,B
1196,202503,4792,C0097,26,A+
1128,202302,3811,C0150,23,C
1109,202504,2614,C0186,20,B-
1093,202404,1640,C0088,6,I
1098,202304,4614,C0175,14,C+
1088,202202,1983,C0134,35,B-
1006,202303,1474,C0142,30,B+
1018,202101,224,C0108,21,B-
1162,202304,3395,C0136,39,C-
1004,202501,1845,C0033,8,A+
1145,202103,994,C0195,8,B
1050,202102,302,C0097,14,C-
1140,202304,2491,C0028,15,C+
1105,202301,1219,C0141,4,C+
1184,202204,276,C0005,5,A+
1002,202504,4508,C0105,28,A-
1196,202501,3345,C0083,2,B+
1195,202303,2381,C0186,38,D+
1119,202303,1574,C0029,14,F
1128,202101,939,C0027,27,A+
1012,202004,87,C0190,38,A+
1181,202001,50,C0041,6,A
1044,202401,3033,C0171,11,C+
1007,202003,1802,C0097,22,C+
1159,202501,3039,C0058,15,I
1191,202103,4873,C0143,26,C+
1140,202001,2163,C0146,30,C-
1022,202501,1948,C0047,31,A
1195,202502,1458,C0062,1,D+
1032,202301,633,C0138,35,B-
1133,202503,1335,C0005,24,D-
1173,202502,4522,C0014,1,F
1128,202201,2297,C0141,15,I
1043,202502,4021,C0093,14,D+
1174,202004,4558,C0021,17,D-
1112,202203,1448,C0052,12,D
1154,202403,3252,C0154,4,A
1101,202002,2173,C0085,8,B+
1113,202403,4145,C0167,33,C+
1142,202004,612,C0008,30,B
1111,202301,1538,C0042,34,B+
1048,202204,2969,C0167,4,C+
1122,202404,3056,C0174,7,D
1098,202503,1119,C0013,18,C+
1165,202201,4530,C0067,15,C-
1021,202103,448,C0091,37,C-
1187,202104,2792,C0031,30,A
1071,202104,3690,C0168,9,A+
1011,202201,2574,C0102,5,D-
1127,202504,3913,C0046,32,C+
1091,202301,3180,C0152,23,C-
1020,202201,1874,C0192,16,A
1160,202404,556,C0148,5,B+
1000,202301,2794,C0140,30,D+
1147,202103,1015,C0007,13,A
1013,202303,2694,C0041,21,A+
1127,202002,193,C0179,15,A-
1089,202402,2784,C0080,19,A
1057,202504,4179,C0121,34,D-
1153,202103,2468,C0166,1,A+
1017,202004,91,C0119,27,B
1160,202401,3596,C0085,2,B+
1071,202402,1212,C0180,25,D
1181,202001,4011,C0050,2,B+
1179,202404,4238,C0101,40,C-
1178,202102,4373,C0173,12,D-
1095,202101,2232,C0166,25,C
1019,202402,3655,C0105,11,C-
1116,202501,324,C0190,15,B+
1108,202202,308,C0095,2,B
1073,202204,1305,C0178,11,B+
1087,202003,3055,C0103,39,F
1151,202002,123,C0112,17,I
1085,202001,3436,C0058,32,B+
1008,202402,4766,C0041,21,C+
1034,202501,4527,C0029,33,A-
1170,202102,1502,C0120,7,B-
1038,202102,3141,C0057,4,D+
1074,202003,2891,C0158,36,D
1064,202003,4217,C0164,1,A+
1139,202004,4827,C0116,1,C+
1094,202402,4126,C0177,16,F
1003,202303,2822,C0113,8,B+
1004,202001,1023,C0048,7,A+
1130,202202,2185,C0114,24,D-
1110,202502,1052,C0037,9,I
1046,202002,4875,C0200,8,A+
1046,202401,262,C0014,35,A+
1175,202102,1729,C0160,18,A+
1150,202404,863,C0150,37,C
1007,202304,3488,C0052,7,B
1171,202502,3347,C0166,22,A-
1057,202501,1944,C0196,15,D+
1166,202304,3941,C0166,19,D
1031,202502,3925,C0152,7,A-
1092,202003,2881,C0169,39,B
1095,202301,739,C0019,39,I
1078,202103,1370,C0200,24,B-
1165,202001,4642,C0143,9,C+
1161,202204,3252,C0145,20,I
1012,202104,3074,C0002,14,A-
1088,202203,2855,C0088,24,D+
1147,202404,3394,C0099,23,D
1152,202404,1102,C0100,34,B
1154,202401,2315,C0143,4,B
1095,202504,2300,C0034,40,B+
1174,202102,390,C0099,13,B-
1053,202302,403,C0014,31,C-
1120,202504,3863,C0027,20,A+
1012,202304,3699,C0069,39,F
1124,202103,496,C0161,40,B-
1129,202304,1543,C0074,4,F
1125,202503,1357,C0009,22,C+
1082,202501,1919,C0078,33,F
1116,202004,4039,C0043,1,A+
1196,202203,2636,C0009,14,A+
1166,202101,608,C0124,9,B+
1092,202102,3623,C0107,24,B
1130,202102,4369,C0196,1,C
1093,202004,4450,C0004,24,C
1130,202304,3662,C0196,29,C+
1086,202104,2866,C0130,40,C+
1103,202402,2536,C0124,3,D
1148,202302,2326,C0024,27,B
1188,202204,4319,C0174,23,D+
1083,202403,2550,C0106,23,B
1075,202202,4453,C0158,3,B
1011,202203,1014,C0094,10,D-
1150,202303,3198,C0119,10,D-
1129,202202,2919,C0061,21,D-
1066,202104,4020,C0113,12,D+
1088,202103,2516,C0069,38,A+
1007,202002,1357,C0102,33,D
1031,202101,2760,C0084,23,B-
1195,202004,511,C0158,13,A-
1133,202302,931,C0160,13,B
1121,202504,2839,C0133,10,C+
1007,202101,1189,C0010,22,A+
1018,202502,3946,C0089,40,F
1015,202204,2077,C0095,22,B-
1020,202403,636,C0197,21,A
1126,202204,141,C0034,5,C-
1053,202304,3288,C0102,13,A
1186,202502,1710,C0120,29,B-
1038,202501,4599,C0131,13,D+
1042,202403,2307,C0164,22,A+
1094,202404,1352,C0137,22,D-
1081,202204,838,C0180,13,A
1096,202104,2919,C0183,15,D
1168,202102,3218,C0004,34,I
1027,202502,943,C0160,10,C-
1172,202303,4489,C0101,33,A-
1095,202302,4995,C0161,15,A+
1172,202201,884,C0161,13,F
1011,202403,4931,C0131,30,B-
1041,202204,3900,C0074,7,D
1105,202504,2339,C0179,37,B
1056,202103,3379,C0126,4,A-
1192,202502,74,C0117,35,A-
1042,202203,2427,C0182,24,C-
1044,202104,1657,C0187,2,D
1065,202503,4132,C0156,27,I
1165,202204,4135,C0143,40,B-
1190,202202,4354,C0194,24,B-
1131,202002,1378,C0025,28,F
1031,202301,687,C0188,36,B
1029,202104,337,C0014,40,I
1007,202504,4024,C0168,37,D+
1030,202004,4583,C0018,27,B
1191,202003,1393,C0004,6,I
1072,202202,4500,C0030,30,D+
1116,202301,80,C0029,33,B+
1128,202302,660,C0179,13,A
1140,202102,3024,C0052,1,D
1154,202103,1591,C0135,37,A
1079,202102,4273,C0175,15,A-
1004,202403,597,C0096,12,C
1012,202102,4342,C0034,17,A-
1169,202004,842,C0141,23,A-
1054,202501,4947,C0015,19,C-
1191,202303,958,C0180,9,A
1043,202004,1586,C0073,27,D-
1096,202504,3063,C0189,26,I
1081,202403,1276,C0165,38,A+
1047,202203,2828,C0010,37,I
1031,202403,187,C0199,33,D-
1141,202302,2796,C0181,25,D
1034,202501,4339,C0079,38,B-
1059,202004,1607,C0134,19,C
1166,202301,1262,C0161,37,A-
1069,202201,2769,C0074,9,C
1100,202202,2664,C0197,4,B
1125,202302,3616,C0165,5,D+
1159,202404,2379,C0189,16,D
1016,202202,4251,C0092,40,D+
1142,202404,4392,C0091,2,A-
1121,202303,1305,C0048,22,D
1171,202101,4012,C0178,38,B-
1049,202001,3303,C0112,21,C+
1034,202502,1001,C0147,26,A
1134,202104,2009,C0128,12,C
1087,202303,3208,C0064,1,D+
1103,202103,3855,C0014,18,B
1019,202001,3936,C0070,8,F
1098,202303,3304,C0187,23,D+
1073,202402,4087,C0187,12,B-
1182,202103,1661,C0083,35,B+
1080,202002,2029,C0042,1,A
1177,202003,4392,C0082,40,D
1087,202201,3706,C0149,28,D+
1185,202003,2181,C0029,3,B+
1109,202003,892,C0059,37,C-
1082,202404,4504,C0089,23,A+
1065,202504,3359,C0037,6,F
1114,202401,2580,C0090,6,B-
1124,202201,930,C0073,31,A
1189,202502,2592,C0129,36,A+
1138,202504,4780,C0148,26,D-
1035,202204,2962,C0166,31,D
1145,202402,2614,C0085,30,B+
1134,202303,4636,C0190,38,C+
1173,202203,493,C0199,15,F
1164,202101,1382,C0021,1,I
1022,202301,4675,C0021,39,D-
1010,202001,4694,C0050,22,A-
1091,202003,1963,C0024,6,C-
1051,202103,2787,C0048,7,C-
1110,202003,2562,C0176,28,C-
1171,202404,4900,C0005,10,B-
1072,202504,1853,C0080,36,C-
1107,202403,2881,C0144,16,B
1059,202101,4883,C0089,37,I
1122,202204,4814,C0067,33,C-
1183,202203,4418,C0162,34,I
1178,202504,2855,C0147,21,F
1009,202102,3604,C0196,23,A-
1176,202503,2248,C0074,1,A+
1031,202502,1627,C0051,35,B+
1040,202201,312,C0007,34,C-
1045,202201,3408,C0197,31,B+
1027,202303,1286,C0155,19,B-
1157,202201,4979,C0193,1,D+
1105,202204,3173,C0135,27,B+
1055,202002,4519,C0046,37,I
1044,202104,4611,C0160,14,C
1179,202503,4535,C0024,21,I
1069,202104,490,C0112,25,C
1062,202303,2477,C0111,24,D+
1088,202504,3347,C0130,14,B+
1092,202403,3092,C0186,30,D
1067,202203,2202,C0146,9,F
1124,202504,830,C0008,32,F
1049,202202,2943,C0086,6,C-
1165,202102,284,C0138,14,A+
1156,202002,4467,C0196,37,I
1108,202401,281,C0113,39,B
1109,202303,4685,C0132,4,B
1069,202502,3143,C0062,11,A
1012,202104,2739,C0026,30,A-
1175,202502,2236,C0165,28,I
1019,202502,2154,C0200,3,A
1190,202502,350,C0132,17,A-
1033,202204,29,C0088,7,D+
1123,202001,3931,C0087,23,A-
1124,202401,1545,C0082,5,B-
1059,202501,1944,C0029,20,A+
1150,202103,1593,C0089,13,B
1197,202403,1850,C0083,7,D+
1181,202004,3946,C0093,25,C-
1057,202003,1030,C0122,39,D
1061,202302,770,C0048,31,B+
1082,202304,3008,C0057,23,D+
1077,202404,862,C0145,21,F
1094,202101,1101,C0133,33,A
1140,202103,4465,C0071,3,D
1012,202002,832,C0194,21,F
1097,202404,3639,C0197,4,D
1120,202103,730,C0010,12,I
1173,202202,3343,C0008,8,F
1058,202302,4681,C0048,20,B-
1176,202503,259,C0114,25,I
1042,202404,3718,C0124,10,B+
1196,202001,768,C0004,2,B+
1093,202501,3290,C0053,19,A-
1048,202002,473,C0098,25,C
